provider,suite,item_id,pass_type,pass_index,ok,http_status,error,prompt_chars,output_chars,extracted_answer,input_tokens,output_tokens,reasoning_tokens,total_tokens,ttft_ms,inter_token_latency_ms,e2e_ms,stop_reason,n_attempts,n_throttled,total_backoff_ms,had_backoff,raw_output_preview
umans,arc,arc-0011,latency,0,True,200,,337,0,,87,300,300,387,,,47071.31005823612,length,5,0,10937.434405133134,True,
umans,arc,arc-0012,parity,0,True,200,,260,1,C,97,147,0,244,4870.832131244242,,4871.5729070827365,stop,1,0,0.0,False,C
umans,arc,arc-0012,latency,0,True,200,,260,1,C,97,144,0,241,5038.729093968868,,5083.399794064462,stop,1,0,0.0,False,C
umans,arc,arc-0013,parity,0,True,200,,368,1,C,93,231,229,324,4558.787506073713,,4558.815749362111,stop,1,0,0.0,False,C
umans,arc,arc-0013,latency,0,True,200,,368,1,C,93,219,217,312,3890.609768219292,,3890.6390937045217,stop,1,0,0.0,False,C
umans,arc,arc-0014,parity,0,True,200,,243,1,C,70,90,88,160,2128.229448571801,,2170.825940556824,stop,1,0,0.0,False,C
umans,arc,arc-0014,latency,0,True,200,,243,1,C,70,93,91,163,3275.7714092731476,,3559.823607094586,stop,1,0,0.0,False,C
umans,arc,arc-0015,parity,0,True,200,,228,1,A,70,72,0,142,1899.6863579377532,,1946.970003657043,stop,1,0,0.0,False,A
umans,arc,arc-0015,latency,0,True,200,,228,1,A,70,72,0,142,1495.2797694131732,,1541.5906114503741,stop,1,0,0.0,False,A
umans,arc,arc-0016,parity,0,True,200,,543,1,C,124,183,181,307,55056.26248382032,,55118.84116847068,stop,1,0,0.0,False,C
umans,arc,arc-0016,latency,0,True,200,,543,1,C,124,153,151,277,55416.77411738783,,55619.64148841798,stop,1,0,0.0,False,C
umans,arc,arc-0017,parity,0,True,200,,413,1,B,115,109,107,224,2622.4987199530005,,2622.530948370695,stop,1,0,0.0,False,B
umans,arc,arc-0017,latency,0,True,200,,413,1,B,115,66,64,181,3147.1041245386004,,3147.1434393897653,stop,1,0,0.0,False,B
umans,arc,arc-0018,parity,0,True,200,,560,1,A,130,202,200,332,11090.721628628671,,11090.757302939892,stop,1,0,0.0,False,A
umans,arc,arc-0018,latency,0,True,200,,560,1,A,130,208,206,338,9055.6755149737,,9055.701863951981,stop,1,0,0.0,False,A
umans,arc,arc-0019,parity,0,True,200,,427,0,,101,300,303,401,,,6160.372946411371,length,1,0,0.0,False,
umans,arc,arc-0019,latency,0,True,200,,427,1,C,101,296,294,397,10517.77555141598,,10517.803823575377,stop,1,0,0.0,False,C
umans,arc,arc-0020,parity,0,True,200,,407,0,,104,300,302,404,,,6106.171208433807,length,1,0,0.0,False,
umans,arc,arc-0020,latency,0,True,200,,407,1,B,104,134,132,238,3600.625256076455,,3600.6527608260512,stop,1,0,0.0,False,B
umans,arc,arc-0021,parity,0,True,200,,397,1,B,155,49,47,204,2571.0821179673076,,2571.11101411283,stop,1,0,0.0,False,B
umans,arc,arc-0021,latency,0,True,200,,397,1,B,155,49,47,204,2075.0261563807726,,2075.0569393858314,stop,1,0,0.0,False,B
umans,arc,arc-0022,parity,0,True,200,,307,1,A,79,96,94,175,18256.735316477716,,18256.767167709768,stop,1,0,0.0,False,A
umans,arc,arc-0022,latency,0,True,200,,307,1,A,79,109,107,188,18819.06200479716,,18819.090790115297,stop,1,0,0.0,False,A
umans,arc,arc-0023,parity,0,True,200,,400,1,C,122,109,107,231,5204.513905569911,,5204.54310066998,stop,1,0,0.0,False,C
umans,arc,arc-0023,latency,0,True,200,,400,1,C,122,68,66,190,4393.874749541283,,4393.9046915620565,stop,1,0,0.0,False,C
umans,arc,arc-0024,parity,0,True,200,,180,1,B,64,122,120,186,13973.66501018405,,13973.69524743408,stop,1,0,0.0,False,B
umans,arc,arc-0024,latency,0,True,200,,180,1,B,64,126,124,190,12654.360155574977,,12654.387361370027,stop,1,0,0.0,False,B
umans,arc,arc-0025,parity,0,True,200,,310,1,D,90,109,107,199,3129.451284185052,,3129.47197817266,stop,1,0,0.0,False,D
umans,arc,arc-0025,latency,0,True,200,,310,1,D,90,111,109,201,3044.541801325977,,3044.5680152624846,stop,1,0,0.0,False,D
umans,arc,arc-0026,parity,0,True,200,,511,1,B,119,278,276,397,5792.459174990654,,5792.486819438636,stop,1,0,0.0,False,B
umans,arc,arc-0026,latency,0,True,200,,511,1,B,119,259,257,378,4762.073229067028,,4762.102494947612,stop,1,0,0.0,False,B
umans,arc,arc-0027,parity,0,True,200,,521,1,B,146,82,80,228,4354.783559218049,,4354.8193499445915,stop,1,0,0.0,False,B
umans,arc,arc-0027,latency,0,True,200,,521,1,B,146,79,77,225,3834.7892379388213,,3834.8169289529324,stop,1,0,0.0,False,B
umans,arc,arc-0028,parity,0,True,200,,394,0,,107,300,304,407,,,5417.833731509745,length,1,0,0.0,False,
umans,arc,arc-0028,latency,0,True,200,,394,0,,107,300,301,407,,,5085.793446749449,length,1,0,0.0,False,
umans,arc,arc-0029,parity,0,True,200,,242,1,B,72,192,190,264,6200.5998743698,,6200.626550242305,stop,1,0,0.0,False,B
umans,arc,arc-0029,latency,0,True,200,,242,0,,72,300,300,372,,,7799.976413138211,length,1,0,0.0,False,
