provider,suite,item_id,pass_type,pass_index,ok,http_status,error,prompt_chars,output_chars,extracted_answer,input_tokens,output_tokens,reasoning_tokens,total_tokens,ttft_ms,inter_token_latency_ms,e2e_ms,stop_reason,n_attempts,n_throttled,total_backoff_ms,had_backoff,raw_output_preview
zai,arc,arc-0014,parity,0,True,200,,243,1,C,70,74,71,144,2165.7489957287908,,2165.7817978411913,stop,1,0,0.0,False,C
zai,arc,arc-0082,latency,0,True,200,,213,1,C,74,84,81,158,3168.529324233532,,3168.5479432344437,stop,1,0,0.0,False,C
zai,arc,arc-0060,parity,0,True,200,,222,1,D,84,102,99,186,2692.3809312283993,,2692.4318727105856,stop,1,0,0.0,False,D
zai,arc,arc-0014,latency,0,True,200,,243,1,C,70,93,90,163,3215.544589795172,,3215.6400065869093,stop,1,0,0.0,False,C
zai,arc,arc-0083,parity,0,True,200,,238,1,D,67,147,143,214,6431.392873637378,,6431.420079432428,stop,1,0,0.0,False,D
zai,arc,arc-0060,latency,0,True,200,,222,1,D,84,131,128,215,3403.117067180574,,3403.151711449027,stop,1,0,0.0,False,D
zai,arc,arc-0083,latency,0,True,200,,238,1,D,67,94,91,161,3547.5123235955834,,3547.538868151605,stop,1,0,0.0,False,D
zai,arc,arc-0015,parity,0,True,200,,228,1,A,70,71,66,141,3587.130505591631,,3587.157345376909,stop,1,0,0.0,False,A
zai,arc,arc-0061,parity,0,True,200,,255,1,B,77,109,106,186,4016.215041279793,,4016.2407774478197,stop,1,0,0.0,False,B
zai,arc,arc-0084,parity,0,True,200,,580,1,D,141,207,202,348,4758.080623112619,,4758.106046356261,stop,1,0,0.0,False,D
zai,arc,arc-0015,latency,0,True,200,,228,1,A,70,102,97,172,2734.7115706652403,,2734.7353380173445,stop,1,0,0.0,False,A
zai,arc,arc-0061,latency,0,True,200,,255,1,B,77,91,88,168,3008.152677677572,,3008.210659958422,stop,1,0,0.0,False,B
zai,arc,arc-0084,latency,0,True,200,,580,1,D,141,141,138,282,3828.8999469950795,,3828.93240544945,stop,1,0,0.0,False,D
zai,arc,arc-0016,parity,0,True,200,,543,1,C,124,124,121,248,4293.614782392979,,4293.640172109008,stop,1,0,0.0,False,C
zai,arc,arc-0062,parity,0,True,200,,266,1,D,78,96,93,174,4926.397525705397,,4926.436139270663,stop,1,0,0.0,False,D
zai,arc,arc-0085,parity,0,True,200,,253,1,A,81,61,58,142,2548.2179149985313,,2548.249869607389,stop,1,0,0.0,False,A
zai,arc,arc-0062,latency,0,True,200,,266,1,D,78,84,81,162,2847.0740485936403,,2847.1083473414183,stop,1,0,0.0,False,D
zai,arc,arc-0016,latency,0,True,200,,543,1,C,124,156,153,280,4345.174357295036,,4345.199108123779,stop,1,0,0.0,False,C
zai,arc,arc-0085,latency,0,True,200,,253,1,A,81,105,100,186,2905.5079529061913,,2905.5421352386475,stop,1,0,0.0,False,A
zai,arc,arc-0017,parity,0,True,200,,413,1,B,115,70,65,185,2550.8707957342267,,2550.893940962851,stop,1,0,0.0,False,B
zai,arc,arc-0063,parity,0,True,200,,213,1,C,68,56,53,124,4132.578008808196,,4132.602053694427,stop,1,0,0.0,False,C
zai,arc,arc-0017,latency,0,True,200,,413,1,B,115,115,111,230,4108.056737110019,,4108.088161796331,stop,1,0,0.0,False,B
zai,arc,arc-0063,latency,0,True,200,,213,1,C,68,101,97,169,2915.963741019368,,2916.002922691405,stop,1,0,0.0,False,C
zai,arc,arc-0086,parity,0,True,200,,675,1,A,153,348,345,501,10886.028118431568,,10886.053479276597,stop,1,0,0.0,False,A
zai,arc,arc-0086,latency,0,True,200,,675,1,A,153,181,176,334,4403.002050705254,,4403.029249981046,stop,1,0,0.0,False,A
zai,arc,arc-0018,parity,0,True,200,,560,1,A,130,152,148,282,4171.766666695476,,4171.796326525509,stop,1,0,0.0,False,A
zai,arc,arc-0087,parity,0,True,200,,506,1,D,122,249,246,371,6538.719967007637,,6538.762668147683,stop,1,0,0.0,False,D
zai,arc,arc-0018,latency,0,True,200,,560,1,A,130,147,144,277,4594.526877626777,,4594.561970792711,stop,1,0,0.0,False,A
zai,arc,arc-0064,parity,0,True,200,,555,1,D,143,570,567,713,15394.389105029404,,15394.491206854582,stop,1,0,0.0,False,D
zai,arc,arc-0064,latency,0,True,200,,555,1,D,143,262,259,405,7832.16586522758,,7832.19242002815,stop,1,0,0.0,False,D
zai,arc,arc-0087,latency,0,True,200,,506,1,D,122,232,229,354,6248.202254064381,,6248.237749561667,stop,1,0,0.0,False,D
zai,arc,arc-0065,parity,0,True,200,,354,1,A,84,123,120,207,5147.651867009699,,5147.691182792187,stop,1,0,0.0,False,A
zai,arc,arc-0019,parity,0,True,200,,427,1,C,101,141,138,242,6827.37722992897,,6827.407757751644,stop,1,0,0.0,False,C
zai,arc,arc-0088,parity,0,True,200,,296,1,C,114,75,70,189,4857.899392955005,,4857.938593253493,stop,1,0,0.0,False,C
zai,arc,arc-0019,latency,0,True,200,,427,1,C,101,126,123,227,4923.594747669995,,4923.6368406564,stop,1,0,0.0,False,C
zai,arc,arc-0065,latency,0,True,200,,354,1,A,84,105,102,189,3179.342391900718,,3179.37002889812,stop,1,0,0.0,False,A
zai,arc,arc-0088,latency,0,True,200,,296,1,C,114,158,153,272,3473.217618651688,,3473.242085427046,stop,1,0,0.0,False,C
zai,arc,arc-0020,parity,0,True,200,,407,1,B,104,170,167,274,3966.2830140441656,,3966.30903147161,stop,1,0,0.0,False,B
zai,arc,arc-0066,parity,0,True,200,,418,1,A,107,158,155,265,3511.153313331306,,3511.1794471740723,stop,1,0,0.0,False,A
zai,arc,arc-0089,parity,0,True,200,,294,1,C,79,168,165,247,5115.225343033671,,5115.253786556423,stop,1,0,0.0,False,C
zai,arc,arc-0020,latency,0,True,200,,407,1,B,104,224,219,328,6050.060364417732,,6050.084142945707,stop,1,0,0.0,False,B
zai,arc,arc-0066,latency,0,True,200,,418,1,A,107,184,181,291,5955.967872403562,,5956.006225198507,stop,1,0,0.0,False,A
zai,arc,arc-0089,latency,0,True,200,,294,1,C,79,129,126,208,7195.815168321133,,7195.853247307241,stop,1,0,0.0,False,C
zai,arc,arc-0021,parity,0,True,200,,397,1,B,155,156,151,311,6167.804551310837,,6167.830279096961,stop,1,0,0.0,False,B
zai,arc,arc-0090,parity,0,True,200,,249,1,A,74,151,148,225,4331.024418585002,,4331.07312489301,stop,1,0,0.0,False,A
zai,arc,arc-0067,parity,0,True,200,,427,1,D,102,207,204,309,7627.028129994869,,7627.062117680907,stop,1,0,0.0,False,D
zai,arc,arc-0021,latency,0,True,200,,397,1,B,155,160,157,315,4256.505067460239,,4256.543413735926,stop,1,0,0.0,False,B
zai,arc,arc-0067,latency,0,True,200,,427,1,D,102,292,288,394,9118.998628109694,,9119.024173356593,stop,1,0,0.0,False,D
zai,arc,arc-0090,latency,0,True,200,,249,1,A,74,200,197,274,8050.961018539965,,8050.9954346343875,stop,1,0,0.0,False,A
zai,arc,arc-0022,parity,0,True,200,,307,1,A,79,107,102,186,7883.503369987011,,7883.531945757568,stop,1,0,0.0,False,A
zai,arc,arc-0068,parity,0,True,200,,257,1,B,74,163,160,237,7495.742990635335,,7495.792125351727,stop,1,0,0.0,False,B
zai,arc,arc-0022,latency,0,True,200,,307,1,A,79,90,87,169,3519.3066243082285,,3519.352396018803,stop,1,0,0.0,False,A
zai,arc,arc-0091,parity,0,True,200,,421,483,D,105,261,163,366,5662.1383260935545,0.002427026629447937,5942.4665765836835,stop,1,0,0.0,False,"The stem of a plant has two main roles: providing structural support and transporting water, nutrients, and sugars between the roots and the leaves. Option D, an elevator transporting supplies from one floor to another, perfectly captures this transportation role.   - Option A describes the function"
zai,arc,arc-0068,latency,0,True,200,,257,1,B,74,117,114,191,6276.6324281692505,,6276.676764711738,stop,1,0,0.0,False,B
zai,arc,arc-0091,latency,0,True,200,,421,1,D,105,169,166,274,6671.474168077111,,6671.525250189006,stop,1,0,0.0,False,D
zai,arc,arc-0000,parity,0,True,200,,396,1,C,97,165,160,262,7320.900242775679,,7320.926330052316,stop,1,0,0.0,False,C
zai,arc,arc-0023,parity,0,True,200,,400,1,C,122,107,104,229,6973.612240515649,,6973.640212789178,stop,1,0,0.0,False,C
zai,arc,arc-0092,parity,0,True,200,,382,1,D,100,164,161,264,6867.317943833768,,6867.385424673557,stop,1,0,0.0,False,D
zai,arc,arc-0000,latency,0,True,200,,396,1,C,97,100,97,197,8836.820423603058,,8836.847168393433,stop,1,0,0.0,False,C
zai,arc,arc-0023,latency,0,True,200,,400,1,C,122,89,84,211,8723.397037945688,,8723.431840538979,stop,1,0,0.0,False,C
zai,arc,arc-0069,parity,0,True,200,,286,1,A,80,1187,1184,1267,31616.509396582842,,31616.534852422774,stop,1,0,0.0,False,A
zai,arc,arc-0069,latency,0,True,200,,286,1,A,80,328,325,408,8298.675509169698,,8298.718290403485,stop,1,0,0.0,False,A
zai,arc,arc-0001,parity,0,True,200,,519,1,B,112,102,99,214,3947.1268989145756,,3947.166096419096,stop,1,0,0.0,False,B
zai,arc,arc-0092,latency,0,True,200,,382,1,D,100,166,163,266,7158.83226133883,,7158.862888813019,stop,1,0,0.0,False,D
zai,arc,arc-0024,parity,0,True,200,,180,1,B,64,131,128,195,4111.292819492519,,4111.328174360096,stop,1,0,0.0,False,B
zai,arc,arc-0070,parity,0,True,200,,303,4,D,94,483,477,577,11258.15103109926,0.002739951014518738,11258.19550640881,stop,1,0,0.0,False,D. 1
zai,arc,arc-0093,parity,0,True,200,,632,1,A,148,253,250,401,8965.720944106579,,8965.763218700886,stop,1,0,0.0,False,A
zai,arc,arc-0024,latency,0,True,200,,180,1,B,64,69,66,133,5101.687026210129,,5101.710247807205,stop,1,0,0.0,False,B
zai,arc,arc-0093,latency,0,True,200,,632,1,A,148,194,191,342,7254.112707450986,,7254.144346341491,stop,1,0,0.0,False,A
zai,arc,arc-0025,parity,0,True,200,,310,1,D,90,95,92,185,5981.1717486009,,5981.1965292319655,stop,1,0,0.0,False,D
zai,arc,arc-0094,parity,0,True,200,,364,1,B,94,118,115,212,6707.940883934498,,6707.980179227889,stop,1,0,0.0,False,B
zai,arc,arc-0025,latency,0,True,200,,310,1,D,90,97,94,187,5443.479334004223,,5443.5161873698235,stop,1,0,0.0,False,D
zai,arc,arc-0094,latency,0,True,200,,364,1,B,94,85,82,179,5902.464300394058,,5902.509572915733,stop,1,0,0.0,False,B
zai,arc,arc-0026,parity,0,True,200,,511,1,B,119,282,279,401,8514.120442792773,,8514.157654717565,stop,1,0,0.0,False,B
zai,arc,arc-0095,parity,0,True,200,,316,1,C,83,130,126,213,6718.308184295893,,6718.34007743746,stop,1,0,0.0,False,C
zai,arc,arc-0026,latency,0,True,200,,511,1,B,119,157,154,276,8295.68672645837,,8295.722263865173,stop,1,0,0.0,False,B
zai,arc,arc-0095,latency,0,True,200,,316,1,C,83,127,124,210,6015.019407495856,,6015.044212341309,stop,1,0,0.0,False,C
zai,arc,arc-0027,parity,0,True,200,,521,1,B,146,253,250,399,5675.605170428753,,5675.650905817747,stop,1,0,0.0,False,B
zai,arc,arc-0096,parity,0,True,200,,463,1,C,106,148,145,254,6949.324255809188,,6949.359872378409,stop,1,0,0.0,False,C
zai,arc,arc-0096,latency,0,True,200,,463,1,C,106,129,126,235,5878.908347338438,,5878.951174207032,stop,1,0,0.0,False,C
zai,arc,arc-0027,latency,0,True,200,,521,1,B,146,240,237,386,8394.03884485364,,8394.073530100286,stop,1,0,0.0,False,B
zai,arc,arc-0097,parity,0,True,200,,276,1,B,76,95,92,171,5637.224478647113,,5637.250910513103,stop,1,0,0.0,False,B
umans,arc,arc-0018,parity,0,True,200,,560,1,A,130,211,209,341,63060.24979054928,,63108.88790059835,stop,1,0,0.0,False,A
umans,arc,arc-0087,latency,0,True,200,,506,1,D,122,274,272,396,7591.986292041838,,7592.012261971831,stop,1,0,0.0,False,D
umans,arc,arc-0018,latency,0,True,200,,560,1,A,130,205,203,335,26383.17678309977,,26383.208015933633,stop,1,0,0.0,False,A
zai,arc,arc-0028,parity,0,True,200,,394,1,C,107,656,653,763,16377.01621092856,,16377.05875467509,stop,1,0,0.0,False,C
umans,arc,arc-0019,parity,0,True,200,,427,1,C,101,651,649,752,72192.1308785677,,72192.16118287295,stop,1,0,0.0,False,C
zai,arc,arc-0028,latency,0,True,200,,394,1,C,107,310,306,417,10498.114018701017,,10498.141022399068,stop,1,0,0.0,False,C
umans,arc,arc-0088,parity,0,True,200,,296,1,C,114,93,91,207,8986.331476829946,,8986.362613737583,stop,1,0,0.0,False,C
umans,arc,arc-0019,latency,0,True,200,,427,1,C,101,220,218,321,43034.84310768545,,43034.872635267675,stop,1,0,0.0,False,C
umans,arc,arc-0020,parity,0,True,200,,407,1,B,104,101,99,205,10806.964007206261,,10850.698271766305,stop,1,0,0.0,False,B
zai,arc,arc-0097,latency,0,True,200,,276,1,B,76,89,86,165,2963.9633232727647,,2964.0031279996037,stop,1,0,0.0,False,B
umans,arc,arc-0089,parity,0,True,200,,294,1,C,79,139,137,218,24424.672098830342,,24424.702176824212,stop,1,0,0.0,False,C
umans,arc,arc-0020,latency,0,True,200,,407,1,B,104,103,101,207,49401.76529344171,,49445.345980115235,stop,1,0,0.0,False,B
umans,arc,arc-0089,latency,0,True,200,,294,1,C,79,128,126,207,8423.252725042403,,8423.278131522238,stop,1,0,0.0,False,C
umans,arc,arc-0021,parity,0,True,200,,397,1,B,155,63,0,218,1453.0133111402392,,1453.19608412683,stop,1,0,0.0,False,B
umans,arc,arc-0090,parity,0,True,200,,249,1,A,74,195,193,269,14236.273146234453,,14236.306123435497,stop,1,0,0.0,False,A
umans,arc,arc-0021,latency,0,True,200,,397,1,B,155,170,0,325,3162.606162019074,,3207.5369022786617,stop,1,0,0.0,False,B
umans,arc,arc-0088,latency,0,True,200,,296,1,C,114,275,273,389,11363.12520224601,,11363.154909573495,stop,1,0,0.0,False,C
umans,arc,arc-0090,latency,0,True,200,,249,1,A,74,266,264,340,56221.95011936128,,56221.98372613639,stop,1,0,0.0,False,A
umans,arc,arc-0091,parity,0,True,200,,421,1,D,105,147,0,252,4988.949166610837,,4989.174243994057,stop,1,0,0.0,False,D
umans,arc,arc-0022,parity,0,True,200,,307,1,A,79,134,132,213,21566.529029980302,,21566.560292616487,stop,1,0,0.0,False,A
umans,arc,arc-0022,latency,0,True,200,,307,1,A,79,113,111,192,25193.772001191974,,25237.133431248367,stop,1,0,0.0,False,A
umans,arc,arc-0091,latency,0,True,200,,421,1,D,105,147,0,252,3398.4447000548244,,3398.6368346959352,stop,1,0,0.0,False,D
umans,arc,arc-0023,parity,0,True,200,,400,1,C,122,89,87,211,8302.475810050964,,8335.944902151823,stop,1,0,0.0,False,C
umans,arc,arc-0092,parity,0,True,200,,382,1,D,100,172,170,272,9002.510720863938,,9052.184029482305,stop,1,0,0.0,False,D
umans,arc,arc-0092,latency,0,True,200,,382,1,D,100,155,153,255,8921.706912107766,,8921.733047813177,stop,1,0,0.0,False,D
umans,arc,arc-0023,latency,0,True,200,,400,1,C,122,109,107,231,13244.026648811996,,13244.061186909676,stop,1,0,0.0,False,C
umans,arc,arc-0093,parity,0,True,200,,632,1,A,148,210,208,358,22430.902174673975,,22479.432468302548,stop,1,0,0.0,False,A
umans,arc,arc-0024,parity,0,True,200,,180,1,B,64,97,95,161,41983.934519812465,,41983.96257869899,stop,1,0,0.0,False,B
umans,arc,arc-0024,latency,0,True,200,,180,1,B,64,98,96,162,22685.155262239277,,22731.67486488819,stop,1,0,0.0,False,B
umans,arc,arc-0093,latency,0,True,200,,632,1,A,148,213,211,361,11118.525483645499,,11164.514925330877,stop,1,0,0.0,False,A
umans,arc,arc-0025,parity,0,True,200,,310,1,D,90,109,107,199,2170.381970703602,,2211.8961177766323,stop,1,0,0.0,False,D
umans,arc,arc-0094,parity,0,True,200,,364,1,B,94,84,82,178,20620.520984753966,,20620.552039705217,stop,1,0,0.0,False,B
zai,arc,arc-0029,parity,0,True,200,,242,1,B,72,154,151,226,4151.623863726854,,4151.650204323232,stop,1,0,0.0,False,B
umans,arc,arc-0025,latency,0,True,200,,310,1,D,90,139,137,229,6316.800007596612,,6316.8386071920395,stop,1,0,0.0,False,D
umans,arc,arc-0094,latency,0,True,200,,364,1,B,94,84,82,178,15033.614562824368,,15033.644452691078,stop,1,0,0.0,False,B
umans,arc,arc-0026,parity,0,True,200,,511,1,B,119,226,224,345,80464.92559090257,,80486.60658951849,stop,1,0,0.0,False,B
